prompt_id,session_id,user_id,prompt_type,prompt_quality_score,prompt_attempt_number
221,77,34,report,9,2
222,77,34,summary,8,3
223,78,34,report,8,1
224,78,34,summary,9,2
225,78,34,report,9,3
226,78,34,report,9,4
227,79,35,report,7,1
228,79,35,report,7,2
229,79,35,report,6,3
230,80,35,summary,5,1
231,80,35,summary,7,2
232,80,35,report,7,3
233,80,35,summary,7,4
234,80,35,summary,7,5
235,81,36,report,5,1
236,81,36,report,4,2
237,81,36,report,5,3
238,81,36,summary,3,4
239,81,36,summary,3,5
240,82,36,report,4,1
241,83,37,assignment,8,1
242,83,37,summary,8,2
243,83,37,summary,9,3
244,83,37,summary,8,4
245,84,38,assignment,5,1
246,84,38,assignment,4,2
247,84,38,assignment,3,3
248,84,38,assignment,5,4
249,85,39,summary,6,1
250,85,39,report,5,2
251,85,39,summary,5,3
252,86,40,assignment,3,1
253,86,40,summary,3,2
254,86,40,assignment,3,3
255,86,40,assignment,4,4
256,86,40,assignment,3,5
257,87,40,assignment,5,1
258,88,41,summary,9,1
259,88,41,assignment,8,2
260,88,41,assignment,8,3
261,88,41,summary,9,4
262,88,41,summary,8,5
263,89,42,assignment,5,1
264,89,42,summary,4,2
265,89,42,assignment,4,3
266,89,42,assignment,3,4
267,90,42,assignment,3,1
268,90,42,assignment,5,2
269,91,43,assignment,5,1
270,91,43,assignment,3,2
271,91,43,assignment,4,3
272,91,43,summary,3,4
273,92,44,report,6,1
274,92,44,summary,6,2
275,92,44,summary,5,3
276,92,44,report,6,4
277,93,44,report,5,1
278,93,44,report,6,2
279,93,44,summary,6,3
280,93,44,report,5,4
281,94,45,assignment,5,1
282,94,45,summary,6,2
283,94,45,assignment,6,3
284,95,46,report,7,1
285,95,46,report,5,2
286,95,46,summary,6,3
287,95,46,summary,6,4
288,96,46,report,6,1
289,96,46,report,5,2
290,97,47,summary,3,1
291,97,47,summary,4,2
292,97,47,summary,3,3
293,97,47,assignment,5,4
294,97,47,summary,4,5
295,98,47,assignment,4,1
296,98,47,assignment,3,2
297,98,47,summary,3,3
298,98,47,assignment,3,4
299,98,47,summary,3,5
300,99,47,assignment,3,1
301,100,48,summary,4,1
302,100,48,assignment,4,2
303,100,48,assignment,3,3
304,100,48,assignment,5,4
305,100,48,assignment,5,5
306,101,48,summary,3,1
307,101,48,assignment,3,2
308,102,48,assignment,3,1
309,102,48,assignment,3,2
310,102,48,summary,3,3
311,102,48,assignment,4,4
312,103,49,assignment,7,1
313,103,49,assignment,7,2
314,103,49,summary,7,3
315,104,49,assignment,7,1
316,104,49,assignment,7,2
317,104,49,summary,5,3
318,105,50,assignment,7,1
319,106,50,assignment,8,1
320,106,50,summary,7,2
321,106,50,assignment,7,3
322,107,50,assignment,7,1
323,107,50,assignment,7,2
324,107,50,summary,9,3
325,107,50,assignment,7,4
326,107,50,assignment,7,5
327,108,51,report,8,1
328,108,51,summary,8,2
329,109,51,report,8,1
330,110,51,report,8,1
331,110,51,report,9,2
332,110,51,report,9,3
333,110,51,summary,7,4
334,110,51,report,9,5
335,111,52,summary,3,1
336,111,52,report,3,2
337,111,52,summary,4,3
338,112,52,report,4,1
339,112,52,report,3,2
340,112,52,summary,5,3
341,112,52,summary,5,4
342,112,52,report,5,5
343,113,52,report,4,1
344,114,53,report,7,1
345,114,53,summary,9,2
346,114,53,report,8,3
347,114,53,report,7,4
348,114,53,report,8,5
349,115,53,summary,9,1
350,115,53,report,7,2
351,115,53,report,9,3
352,116,54,report,4,1
353,116,54,report,4,2
354,116,54,report,5,3
355,116,54,summary,4,4
356,117,54,summary,5,1
357,117,54,report,5,2
358,117,54,summary,4,3
359,118,55,assignment,5,1
360,118,55,assignment,6,2
361,118,55,summary,7,3
362,118,55,assignment,6,4
363,119,55,assignment,5,1
364,119,55,summary,6,2
365,120,55,assignment,7,1
366,120,55,summary,5,2
367,121,56,summary,3,1
368,122,56,report,5,1
369,123,57,assignment,3,1
370,124,57,assignment,4,1
371,125,57,assignment,3,1
372,125,57,assignment,5,2
373,126,58,summary,6,1
374,127,58,assignment,7,1
375,127,58,assignment,6,2
376,127,58,assignment,7,3
377,128,59,assignment,7,1
378,128,59,summary,6,2
379,129,59,assignment,6,1
380,129,59,summary,5,2
381,129,59,assignment,7,3
382,129,59,assignment,7,4
383,130,60,assignment,5,1
384,130,60,assignment,5,2
385,130,60,assignment,4,3
386,130,60,assignment,5,4
387,130,60,summary,3,5
388,131,60,assignment,5,1
389,131,60,summary,3,2
390,131,60,assignment,4,3
391,131,60,assignment,3,4
392,132,60,assignment,3,1
393,132,60,assignment,4,2
394,132,60,summary,3,3
395,132,60,assignment,3,4
396,133,61,assignment,4,1
397,134,61,assignment,3,1
398,134,61,assignment,4,2
399,134,61,summary,4,3
400,134,61,assignment,5,4
401,135,62,summary,5,1
402,135,62,assignment,4,2
403,135,62,summary,4,3
404,135,62,summary,3,4
405,136,62,assignment,5,1
406,136,62,assignment,5,2
407,136,62,summary,4,3
408,137,62,assignment,5,1
409,137,62,summary,5,2
410,137,62,assignment,3,3
411,138,63,report,5,1
412,139,63,summary,6,1
413,139,63,report,5,2
414,139,63,report,6,3
415,140,64,assignment,3,1
416,140,64,assignment,3,2
417,140,64,summary,3,3
418,141,65,summary,5,1
419,141,65,summary,5,2
420,142,66,assignment,6,1
421,142,66,assignment,5,2
422,142,66,summary,7,3
423,142,66,assignment,5,4
424,143,66,assignment,5,1
425,143,66,summary,5,2
426,143,66,assignment,7,3
427,143,66,assignment,6,4
428,144,66,assignment,7,1
429,144,66,assignment,6,2
430,144,66,assignment,6,3
431,145,67,summary,5,1
432,146,68,report,7,1
433,146,68,report,5,2
434,146,68,summary,5,3
435,146,68,report,5,4
436,147,68,report,7,1
437,147,68,report,7,2
438,147,68,summary,7,3
439,148,69,assignment,6,1
440,148,69,assignment,7,2
441,148,69,assignment,6,3
442,148,69,assignment,7,4
443,148,69,assignment,7,5
444,149,69,assignment,7,1
445,149,69,assignment,5,2
446,149,69,assignment,6,3
447,149,69,assignment,7,4
448,149,69,assignment,5,5
449,150,69,assignment,7,1
450,150,69,summary,7,2
451,150,69,summary,7,3
452,150,69,summary,6,4
453,151,70,report,8,1
454,151,70,report,7,2
455,151,70,report,8,3
456,151,70,report,8,4
457,151,70,report,7,5
458,152,70,report,9,1
459,152,70,report,9,2
460,152,70,report,7,3
461,152,70,report,8,4
462,153,71,report,8,1
463,153,71,report,9,2
464,153,71,report,9,3
465,153,71,summary,7,4
466,154,72,assignment,9,1
467,154,72,assignment,7,2
468,154,72,summary,8,3
469,155,72,assignment,8,1
470,155,72,assignment,9,2
471,155,72,assignment,7,3
472,156,72,assignment,9,1
473,156,72,assignment,9,2
474,157,73,assignment,6,1
475,157,73,assignment,6,2
476,157,73,summary,5,3
477,158,73,assignment,5,1
478,158,73,assignment,5,2
479,158,73,assignment,5,3
480,158,73,assignment,6,4
481,158,73,summary,5,5
482,159,73,assignment,5,1
483,159,73,summary,6,2
484,159,73,assignment,5,3
485,159,73,summary,5,4
486,160,74,report,5,1
487,160,74,report,5,2
488,160,74,summary,4,3
489,161,74,summary,5,1
490,162,74,report,5,1
491,162,74,summary,5,2
492,162,74,report,3,3
493,163,75,report,9,1
494,163,75,report,7,2
495,163,75,summary,9,3
496,163,75,summary,9,4
497,164,76,report,4,1
498,164,76,report,3,2
499,164,76,report,3,3
500,164,76,report,4,4
501,164,76,report,5,5
502,165,76,report,3,1
503,165,76,report,5,2
504,165,76,report,5,3
505,166,76,report,3,1
506,166,76,summary,5,2
507,167,77,report,3,1
508,167,77,report,4,2
509,167,77,report,5,3
510,167,77,report,3,4
511,168,78,assignment,3,1
512,168,78,assignment,3,2
513,168,78,summary,3,3
514,168,78,assignment,5,4
515,169,78,assignment,3,1
516,169,78,assignment,5,2
517,169,78,assignment,4,3
518,170,79,summary,4,1
519,170,79,summary,3,2
520,170,79,assignment,4,3
521,171,79,assignment,5,1
522,171,79,summary,3,2
523,172,80,assignment,7,1
524,172,80,summary,8,2
525,172,80,summary,8,3
526,173,81,report,7,1
527,173,81,summary,7,2
528,173,81,summary,7,3
529,173,81,summary,5,4
530,173,81,report,5,5
531,174,81,report,5,1
532,174,81,report,5,2
533,175,81,report,5,1
534,175,81,report,6,2
535,176,82,report,5,1
536,176,82,report,6,2
537,177,83,assignment,5,1
538,177,83,assignment,7,2
539,177,83,assignment,7,3
540,178,83,summary,7,1
541,178,83,assignment,5,2
542,178,83,assignment,6,3
543,178,83,summary,7,4
544,179,83,assignment,6,1
545,179,83,assignment,5,2
546,179,83,summary,6,3
547,179,83,summary,5,4
548,179,83,assignment,6,5
549,180,84,summary,4,1
550,180,84,summary,3,2
551,181,84,assignment,4,1
552,181,84,assignment,5,2
553,181,84,assignment,3,3
554,181,84,assignment,5,4
555,181,84,assignment,3,5
556,182,85,summary,3,1
557,183,86,assignment,6,1
558,183,86,assignment,5,2
559,184,86,assignment,7,1
560,184,86,assignment,7,2
561,184,86,assignment,5,3
562,184,86,assignment,6,4
563,184,86,assignment,7,5
564,185,86,summary,5,1
565,185,86,assignment,6,2
566,185,86,assignment,6,3
567,186,87,report,5,1
568,186,87,report,7,2
569,186,87,report,6,3
570,186,87,report,5,4
571,187,87,summary,5,1
572,187,87,report,7,2
573,188,88,report,5,1
574,188,88,report,5,2
575,188,88,summary,5,3
576,188,88,report,3,4
577,189,89,summary,7,1
578,189,89,report,6,2
579,190,90,assignment,4,1
580,190,90,summary,4,2
581,190,90,summary,4,3
582,190,90,assignment,5,4
583,190,90,assignment,4,5
584,191,90,assignment,3,1
585,191,90,assignment,3,2
586,192,91,summary,3,1
587,192,91,assignment,3,2
588,192,91,assignment,5,3
589,192,91,summary,4,4
590,193,91,assignment,5,1
591,194,91,assignment,5,1
592,194,91,summary,4,2
593,194,91,assignment,4,3
594,195,92,report,4,1
595,196,92,report,3,1
596,196,92,report,3,2
597,196,92,report,3,3
598,196,92,report,5,4
599,197,93,summary,5,1
600,197,93,summary,3,2
601,197,93,summary,5,3
602,197,93,report,3,4
603,197,93,summary,4,5
604,198,94,assignment,9,1
605,198,94,assignment,9,2
606,198,94,summary,9,3
607,198,94,assignment,8,4
608,199,94,assignment,9,1
609,200,94,summary,9,1
610,201,95,report,7,1
611,201,95,report,8,2
612,201,95,report,9,3
613,202,96,summary,4,1
614,202,96,assignment,3,2
615,202,96,assignment,3,3
616,202,96,assignment,3,4
617,203,97,assignment,7,1
618,203,97,summary,5,2
619,203,97,assignment,7,3
620,204,97,assignment,6,1
621,204,97,assignment,5,2
622,204,97,summary,6,3
623,205,98,assignment,6,1
624,205,98,assignment,5,2
625,205,98,assignment,7,3
626,206,98,assignment,5,1
627,206,98,summary,6,2
628,206,98,summary,6,3
629,207,99,summary,4,1
630,207,99,summary,3,2
631,207,99,summary,3,3
632,208,99,assignment,4,1
633,208,99,summary,3,2
634,208,99,assignment,5,3
635,209,100,assignment,3,1
636,210,100,assignment,5,1
637,210,100,summary,5,2
638,210,100,assignment,3,3
639,210,100,summary,4,4
640,210,100,assignment,3,5
641,211,101,assignment,8,1
642,212,101,assignment,8,1
643,212,101,assignment,7,2
644,212,101,assignment,7,3
645,213,102,report,5,1
646,213,102,summary,7,2
647,213,102,report,5,3
648,213,102,report,5,4
649,213,102,report,5,5
650,214,102,report,6,1
651,214,102,report,7,2
652,214,102,report,7,3
653,215,103,assignment,9,1
654,216,104,assignment,5,1
655,216,104,summary,5,2
656,216,104,summary,5,3
657,216,104,assignment,4,4
658,216,104,assignment,5,5
659,217,105,report,5,1
660,217,105,report,6,2
661,217,105,summary,5,3
662,218,106,assignment,4,1
663,218,106,assignment,3,2
664,218,106,assignment,5,3
665,219,106,summary,4,1
666,219,106,summary,5,2
667,219,106,summary,3,3
668,220,106,assignment,3,1
669,220,106,assignment,3,2
670,221,107,assignment,3,1
671,221,107,assignment,3,2
672,221,107,assignment,4,3
673,221,107,assignment,3,4
674,221,107,assignment,4,5
675,222,107,summary,4,1
676,222,107,assignment,5,2
677,222,107,assignment,3,3
678,223,108,report,5,1
679,223,108,report,7,2
680,223,108,report,7,3
681,224,109,assignment,3,1
682,224,109,assignment,4,2
683,225,109,assignment,3,1
684,225,109,assignment,5,2
685,226,110,assignment,5,1
686,226,110,assignment,3,2
687,226,110,assignment,5,3
688,226,110,assignment,3,4
689,226,110,summary,4,5
690,227,110,assignment,5,1
691,227,110,assignment,5,2
692,228,111,summary,3,1
693,228,111,summary,5,2
694,229,112,summary,3,1
695,229,112,assignment,4,2
696,229,112,assignment,3,3
697,229,112,assignment,5,4
698,229,112,assignment,5,5
699,230,113,summary,7,1
700,230,113,report,7,2
701,230,113,summary,5,3
702,231,113,report,7,1
703,231,113,report,5,2
704,231,113,summary,5,3
705,231,113,summary,6,4
706,232,113,summary,7,1
707,232,113,summary,7,2
708,233,114,report,3,1
709,233,114,report,5,2
710,233,114,summary,4,3
711,233,114,report,4,4
712,234,114,report,4,1
713,234,114,report,5,2
714,235,115,report,5,1
715,235,115,report,4,2
716,235,115,summary,4,3
717,235,115,report,3,4
718,236,116,report,3,1
719,236,116,summary,5,2
720,236,116,report,4,3
721,236,116,summary,4,4
722,236,116,report,5,5
723,237,117,summary,4,1
724,237,117,report,3,2
725,237,117,report,3,3
726,237,117,summary,4,4
727,237,117,summary,5,5
728,238,117,report,5,1
729,238,117,summary,4,2
730,239,117,report,5,1
731,239,117,summary,3,2
732,240,118,assignment,5,1
733,240,118,assignment,7,2
734,240,118,assignment,5,3
735,240,118,assignment,5,4
736,240,118,assignment,7,5
737,241,118,assignment,5,1
738,242,119,report,5,1
739,242,119,report,3,2
740,243,120,assignment,7,1
741,244,121,summary,3,1
742,244,121,report,3,2
743,244,121,summary,4,3
744,244,121,summary,3,4
745,245,121,report,3,1
746,245,121,summary,5,2
747,245,121,report,3,3
748,245,121,report,5,4
749,245,121,report,3,5
750,246,122,report,4,1
751,247,122,summary,4,1
752,248,123,assignment,8,1
753,248,123,assignment,7,2
754,249,123,summary,9,1
755,249,123,assignment,9,2
756,250,123,assignment,8,1
757,251,124,assignment,6,1
758,251,124,summary,6,2
759,251,124,summary,7,3
760,252,124,assignment,7,1
761,252,124,assignment,6,2
762,252,124,assignment,6,3
763,252,124,assignment,7,4
764,252,124,summary,5,5
765,253,125,assignment,3,1
766,253,125,assignment,4,2
767,254,125,summary,3,1
768,254,125,summary,5,2
769,254,125,assignment,5,3
770,255,125,assignment,4,1
771,255,125,assignment,4,2
772,256,126,assignment,8,1
773,256,126,assignment,7,2
774,256,126,assignment,8,3
775,257,126,summary,8,1
776,258,127,summary,3,1
777,258,127,report,3,2
778,258,127,report,3,3
779,258,127,summary,5,4
780,259,127,summary,5,1
781,259,127,summary,4,2
782,259,127,report,3,3
783,259,127,report,4,4
784,260,128,summary,8,1
785,261,128,report,8,1
786,261,128,report,8,2
787,262,129,assignment,6,1
788,262,129,summary,5,2
789,263,129,assignment,7,1
790,263,129,summary,5,2
791,263,129,assignment,7,3
792,263,129,summary,6,4
793,264,130,assignment,6,1
794,264,130,assignment,7,2
795,264,130,summary,5,3
796,265,130,summary,5,1
797,265,130,summary,7,2
798,265,130,assignment,6,3
799,265,130,assignment,6,4
800,266,130,assignment,6,1
801,266,130,assignment,5,2
802,266,130,summary,6,3
803,266,130,assignment,5,4
804,267,131,assignment,7,1
805,267,131,assignment,7,2
806,267,131,assignment,7,3
807,267,131,summary,9,4
808,268,131,assignment,8,1
809,268,131,assignment,7,2
810,268,131,summary,9,3
811,268,131,assignment,9,4
812,269,131,assignment,7,1
813,269,131,assignment,8,2
814,270,132,assignment,5,1
815,270,132,assignment,4,2
816,270,132,assignment,5,3
817,271,133,assignment,6,1
818,272,134,assignment,4,1
819,272,134,assignment,5,2
820,272,134,assignment,4,3
821,272,134,summary,3,4
822,272,134,assignment,3,5
823,273,134,summary,3,1
824,273,134,assignment,3,2
825,273,134,assignment,4,3
826,273,134,assignment,4,4
827,273,134,summary,3,5
828,274,134,assignment,5,1
829,274,134,assignment,5,2
830,274,134,summary,5,3
831,274,134,summary,3,4
832,274,134,assignment,5,5
833,275,135,summary,5,1
834,275,135,summary,3,2
835,275,135,report,3,3
836,275,135,report,3,4
837,276,135,report,5,1
838,276,135,report,5,2
839,276,135,summary,4,3
840,277,135,report,4,1
841,277,135,report,3,2
842,277,135,summary,4,3
843,277,135,report,3,4
844,277,135,summary,3,5
845,278,136,summary,5,1
846,279,136,summary,5,1
847,279,136,summary,4,2
848,279,136,assignment,4,3
849,280,137,assignment,5,1
850,280,137,assignment,3,2
851,280,137,assignment,5,3
852,281,137,assignment,5,1
853,281,137,assignment,5,2
854,281,137,summary,5,3
855,281,137,summary,5,4
856,282,138,report,5,1
857,282,138,report,6,2
858,282,138,report,6,3
859,283,138,summary,5,1
860,283,138,report,5,2
861,283,138,report,6,3
862,283,138,report,5,4
863,283,138,report,6,5
864,284,138,summary,6,1
865,284,138,report,5,2
866,284,138,report,7,3
867,285,139,summary,6,1
868,285,139,summary,5,2
869,285,139,summary,6,3
870,286,139,assignment,5,1
871,286,139,assignment,7,2
872,286,139,assignment,5,3
873,286,139,assignment,5,4
874,286,139,assignment,7,5
875,287,140,report,5,1
876,287,140,report,6,2
877,288,141,summary,3,1
878,289,141,report,4,1
879,289,141,summary,5,2
880,289,141,report,5,3
881,289,141,report,3,4
882,290,141,report,5,1
883,291,142,summary,4,1
884,291,142,assignment,5,2
885,291,142,summary,3,3
886,291,142,assignment,3,4
887,291,142,summary,5,5
888,292,142,assignment,3,1
889,292,142,summary,4,2
890,293,143,assignment,7,1
891,294,144,summary,3,1
892,294,144,assignment,5,2
893,294,144,assignment,4,3
894,295,144,summary,4,1
895,296,144,assignment,4,1
896,296,144,assignment,3,2
897,296,144,summary,3,3
898,296,144,assignment,4,4
899,296,144,assignment,3,5
900,297,145,assignment,5,1
901,297,145,summary,5,2
902,297,145,assignment,6,3
903,297,145,assignment,7,4
904,297,145,summary,7,5
905,298,145,summary,5,1
906,298,145,summary,6,2
907,299,145,summary,7,1
908,299,145,assignment,5,2
909,299,145,assignment,7,3
910,300,146,assignment,6,1
911,301,146,summary,6,1
912,301,146,summary,6,2
913,302,146,summary,5,1
914,303,147,report,7,1
915,303,147,report,5,2
916,303,147,report,7,3
917,303,147,report,6,4
918,303,147,summary,5,5
919,304,147,report,7,1
920,304,147,report,6,2
921,304,147,summary,6,3
922,304,147,report,6,4
923,305,148,assignment,7,1
924,305,148,assignment,5,2
925,305,148,summary,5,3
926,305,148,summary,7,4
927,305,148,assignment,5,5
928,306,148,assignment,5,1
929,306,148,assignment,7,2
930,306,148,assignment,6,3
931,306,148,assignment,5,4
932,306,148,assignment,5,5
933,307,149,assignment,7,1
934,307,149,summary,9,2
935,308,150,assignment,5,1
936,309,150,assignment,3,1
937,309,150,assignment,3,2
938,310,151,report,7,1
939,310,151,report,8,2
940,311,151,report,7,1
941,311,151,summary,9,2
942,311,151,summary,8,3
943,311,151,summary,7,4
944,312,152,assignment,3,1
945,312,152,summary,3,2
946,312,152,assignment,3,3
947,312,152,summary,5,4
948,312,152,assignment,5,5
949,313,152,assignment,4,1
950,313,152,assignment,5,2
951,314,152,summary,5,1
952,314,152,summary,4,2
953,314,152,summary,3,3
954,315,153,assignment,3,1
955,316,154,assignment,4,1
956,316,154,summary,3,2
957,316,154,assignment,3,3
958,316,154,summary,4,4
959,317,154,assignment,5,1
960,318,154,assignment,5,1
961,318,154,summary,4,2
962,319,155,report,5,1
963,320,155,summary,5,1
964,320,155,report,5,2
965,321,156,summary,4,1
966,321,156,assignment,3,2
967,322,156,summary,3,1
968,322,156,assignment,5,2
969,322,156,assignment,3,3
970,322,156,assignment,4,4
971,323,156,summary,5,1
972,323,156,assignment,5,2
973,323,156,assignment,5,3
974,323,156,summary,5,4
975,323,156,assignment,5,5
976,324,157,report,4,1
977,324,157,report,4,2
978,324,157,summary,3,3
979,324,157,report,5,4
980,324,157,report,5,5
981,325,157,summary,3,1
982,325,157,summary,4,2
983,325,157,report,4,3
984,325,157,summary,3,4
985,325,157,summary,5,5
986,326,158,report,4,1
987,326,158,summary,4,2
988,326,158,report,4,3
989,326,158,report,5,4
990,327,158,report,5,1
991,327,158,report,3,2
992,328,158,report,4,1
993,328,158,summary,4,2
994,329,159,assignment,9,1
995,329,159,assignment,8,2
996,329,159,assignment,7,3
997,329,159,summary,9,4
998,330,160,report,9,1
999,331,161,assignment,5,1
1000,331,161,assignment,5,2
1001,332,161,summary,5,1
1002,332,161,assignment,7,2
1003,332,161,summary,6,3
1004,332,161,assignment,6,4
1005,332,161,assignment,7,5
1006,333,161,assignment,7,1
1007,333,161,summary,7,2
1008,333,161,assignment,5,3
1009,333,161,assignment,5,4
1010,333,161,assignment,7,5
1011,334,162,report,7,1
1012,334,162,report,5,2
1013,335,163,summary,3,1
1014,335,163,report,3,2
1015,336,163,report,5,1
1016,336,163,report,5,2
1017,336,163,report,3,3
1018,336,163,report,3,4
1019,336,163,report,5,5
1020,337,163,summary,3,1
1021,337,163,report,4,2
1022,337,163,summary,5,3
1023,337,163,report,5,4
1024,337,163,report,3,5
1025,338,164,summary,4,1
1026,338,164,summary,4,2
1027,338,164,assignment,5,3
1028,339,164,assignment,3,1
1029,339,164,assignment,3,2
1030,340,164,assignment,4,1
1031,340,164,assignment,3,2
1032,340,164,summary,3,3
1033,340,164,assignment,3,4
1034,341,165,assignment,9,1
1035,342,165,assignment,9,1
1036,342,165,assignment,8,2
1037,343,165,assignment,8,1
1038,344,166,report,3,1
1039,344,166,summary,5,2
1040,344,166,report,4,3
1041,344,166,summary,4,4
1042,344,166,report,3,5
1043,345,166,summary,4,1
1044,345,166,summary,3,2
1045,345,166,summary,3,3
1046,346,167,summary,3,1
1047,347,167,assignment,5,1
1048,348,167,summary,3,1
1049,349,168,summary,3,1
1050,349,168,assignment,5,2
1051,349,168,assignment,5,3
