user_id,user_type,experience_level,signup_date,retained
69,student,intermediate,2024-01-30,1
70,professional,advanced,2024-01-13,1
71,professional,advanced,2024-02-18,1
72,student,advanced,2024-02-05,1
73,student,intermediate,2024-02-28,1
74,professional,beginner,2024-03-22,1
75,professional,advanced,2024-02-16,1
76,professional,beginner,2024-01-21,1
77,professional,beginner,2024-02-17,0
78,student,beginner,2024-02-15,0
79,student,beginner,2024-01-27,0
80,student,advanced,2024-03-26,1
81,professional,intermediate,2024-02-04,1
82,professional,intermediate,2024-03-30,0
83,student,intermediate,2024-03-28,1
84,student,beginner,2024-03-23,1
85,student,beginner,2024-01-10,0
86,student,intermediate,2024-03-18,1
87,professional,intermediate,2024-03-22,1
88,professional,beginner,2024-01-22,1
89,professional,intermediate,2024-03-09,1
90,student,beginner,2024-02-01,1
91,student,beginner,2024-01-21,0
92,professional,beginner,2024-02-29,0
93,professional,beginner,2024-02-18,1
94,student,advanced,2024-02-04,1
95,professional,advanced,2024-03-22,1
96,student,beginner,2024-03-29,0
97,student,intermediate,2024-03-12,1
98,student,intermediate,2024-01-29,0
99,student,beginner,2024-03-28,1
100,student,beginner,2024-02-11,0
101,student,advanced,2024-01-08,1
102,professional,intermediate,2024-01-30,1
103,student,advanced,2024-01-05,1
104,student,beginner,2024-02-10,1
105,professional,intermediate,2024-02-21,1
106,student,beginner,2024-02-04,0
107,student,beginner,2024-01-09,0
108,professional,intermediate,2024-01-28,1
109,student,beginner,2024-03-13,1
110,student,beginner,2024-02-10,0
111,student,beginner,2024-01-28,1
112,student,beginner,2024-03-24,0
113,professional,intermediate,2024-03-04,1
114,professional,beginner,2024-02-20,0
115,professional,beginner,2024-03-23,0
116,professional,beginner,2024-02-28,1
117,professional,beginner,2024-01-19,1
118,student,intermediate,2024-02-03,1
119,professional,beginner,2024-01-18,0
120,student,intermediate,2024-02-01,0
121,professional,beginner,2024-03-12,0
122,professional,beginner,2024-03-09,0
123,student,advanced,2024-02-03,1
124,student,intermediate,2024-03-15,1
125,student,beginner,2024-02-24,1
126,student,advanced,2024-03-15,1
127,professional,beginner,2024-02-21,0
128,professional,advanced,2024-02-16,1
129,student,intermediate,2024-01-29,1
130,student,intermediate,2024-01-18,1
131,student,advanced,2024-03-06,1
132,student,beginner,2024-03-04,1
133,student,intermediate,2024-01-12,1
134,student,beginner,2024-01-07,1
135,professional,beginner,2024-01-15,1
136,student,beginner,2024-01-20,0
137,student,beginner,2024-03-21,1
138,professional,intermediate,2024-01-21,1
139,student,intermediate,2024-03-28,1
140,professional,intermediate,2024-02-24,0
141,professional,beginner,2024-03-17,0
142,student,beginner,2024-01-09,0
143,student,advanced,2024-02-19,1
144,student,beginner,2024-02-18,0
145,student,intermediate,2024-03-17,1
146,student,intermediate,2024-02-29,1
147,professional,intermediate,2024-03-08,1
148,student,intermediate,2024-02-02,1
149,student,advanced,2024-03-11,1
150,student,beginner,2024-01-02,1
151,professional,advanced,2024-03-28,1
152,student,beginner,2024-01-15,1
153,student,beginner,2024-03-28,0
154,student,beginner,2024-03-09,0
155,professional,intermediate,2024-02-04,1
156,student,beginner,2024-03-23,1
157,professional,beginner,2024-02-13,0
158,professional,beginner,2024-01-15,0
159,student,advanced,2024-02-07,1
160,professional,advanced,2024-02-25,1
161,student,intermediate,2024-01-21,1
162,professional,intermediate,2024-02-28,1
163,professional,beginner,2024-01-01,0
164,student,beginner,2024-02-03,0
165,student,advanced,2024-03-05,1
166,professional,beginner,2024-01-23,0
167,student,beginner,2024-03-05,1
168,student,beginner,2024-01-14,1
169,student,beginner,2024-03-21,1
170,student,beginner,2024-02-08,0
171,professional,intermediate,2024-03-22,1
172,student,beginner,2024-03-05,0
173,student,intermediate,2024-03-18,1
174,student,beginner,2024-01-26,0
175,professional,beginner,2024-01-20,1
176,student,beginner,2024-02-17,0
177,professional,intermediate,2024-01-21,1
178,student,beginner,2024-03-10,1
179,professional,intermediate,2024-03-08,1
180,student,intermediate,2024-01-01,0
181,student,intermediate,2024-03-17,1
182,student,beginner,2024-02-11,1
183,professional,beginner,2024-03-03,0
184,professional,beginner,2024-01-03,0
185,student,intermediate,2024-01-15,1
186,professional,beginner,2024-02-16,0
187,professional,advanced,2024-02-09,1
188,student,advanced,2024-01-31,1
189,student,beginner,2024-01-08,0
190,student,beginner,2024-01-31,0
191,student,intermediate,2024-03-13,0
192,professional,beginner,2024-01-11,0
193,professional,beginner,2024-01-11,0
194,professional,advanced,2024-03-03,1
195,student,beginner,2024-01-09,0
196,student,advanced,2024-03-09,1
197,professional,intermediate,2024-01-17,0
198,professional,intermediate,2024-01-17,1
199,professional,beginner,2024-03-25,1
200,professional,beginner,2024-03-01,1
201,professional,intermediate,2024-03-11,1
202,student,beginner,2024-01-22,1
203,student,beginner,2024-02-03,0
204,professional,beginner,2024-03-08,0
205,professional,beginner,2024-03-18,0
206,student,beginner,2024-02-24,0
207,student,intermediate,2024-01-28,1
208,professional,beginner,2024-03-10,0
209,student,beginner,2024-03-29,0
210,student,intermediate,2024-01-26,1
211,student,advanced,2024-02-09,1
212,professional,beginner,2024-02-21,0
213,professional,beginner,2024-03-26,0
214,student,intermediate,2024-03-24,1
215,professional,advanced,2024-02-17,1
216,student,intermediate,2024-02-26,1
217,student,intermediate,2024-03-07,1
218,professional,beginner,2024-02-27,0
219,professional,intermediate,2024-01-16,1
220,professional,beginner,2024-02-01,0
221,professional,intermediate,2024-01-29,0
222,student,intermediate,2024-01-09,1
223,student,advanced,2024-02-13,1
224,student,beginner,2024-01-03,1
225,student,beginner,2024-03-16,0
226,student,intermediate,2024-03-11,1
227,professional,intermediate,2024-01-30,1
228,student,intermediate,2024-03-16,1
229,professional,beginner,2024-01-29,1
230,professional,beginner,2024-01-01,1
231,professional,intermediate,2024-01-10,1
232,student,beginner,2024-03-31,1
233,student,advanced,2024-03-21,1
234,student,beginner,2024-01-08,1
235,student,intermediate,2024-01-30,1
236,professional,intermediate,2024-01-09,1
237,student,intermediate,2024-01-05,1
238,student,beginner,2024-02-12,1
239,professional,advanced,2024-01-10,1
240,student,beginner,2024-03-06,1
241,professional,intermediate,2024-01-31,1
242,professional,beginner,2024-02-05,0
243,professional,beginner,2024-03-26,1
244,student,beginner,2024-03-03,0
245,student,beginner,2024-01-28,0
246,professional,advanced,2024-03-10,1
247,student,beginner,2024-01-17,1
248,professional,intermediate,2024-03-14,1
249,professional,advanced,2024-03-14,1
250,professional,beginner,2024-03-01,0
251,student,intermediate,2024-02-01,1
252,student,beginner,2024-03-01,1
253,professional,beginner,2024-02-22,0
254,student,beginner,2024-01-25,1
255,student,advanced,2024-01-13,1
256,student,beginner,2024-01-13,0
257,professional,intermediate,2024-03-25,1
258,professional,intermediate,2024-02-25,1
259,student,advanced,2024-02-15,1
260,student,beginner,2024-02-24,1
261,professional,intermediate,2024-02-22,1
262,professional,intermediate,2024-02-29,1
263,student,intermediate,2024-01-07,0
264,student,advanced,2024-03-27,1
265,professional,advanced,2024-03-24,1
266,professional,beginner,2024-03-23,1
267,professional,beginner,2024-01-13,1
268,professional,beginner,2024-01-08,0
269,student,beginner,2024-02-21,1
270,student,beginner,2024-02-13,0
271,professional,beginner,2024-01-14,0
272,professional,beginner,2024-02-01,0
273,professional,advanced,2024-01-25,1
274,professional,beginner,2024-01-25,0
275,student,advanced,2024-03-09,1
276,student,beginner,2024-02-27,1
277,professional,intermediate,2024-01-18,1
278,professional,advanced,2024-02-24,1
279,professional,beginner,2024-01-24,0
280,professional,beginner,2024-02-05,1
281,professional,beginner,2024-02-29,1
282,student,beginner,2024-02-01,0
283,student,advanced,2024-01-10,1
284,student,advanced,2024-02-26,1
285,student,beginner,2024-03-11,0
286,student,beginner,2024-01-13,1
287,student,beginner,2024-01-07,0
288,student,beginner,2024-03-24,0
289,student,intermediate,2024-03-10,1
290,student,beginner,2024-01-02,0
291,student,intermediate,2024-01-12,1
292,student,beginner,2024-01-31,0
293,professional,beginner,2024-01-22,1
294,student,intermediate,2024-02-22,1
295,student,beginner,2024-03-03,0
296,student,advanced,2024-03-02,1
297,professional,advanced,2024-01-28,1
298,student,beginner,2024-02-21,1
299,professional,beginner,2024-01-08,0
300,student,advanced,2024-01-22,1
301,student,advanced,2024-02-18,1
302,student,advanced,2024-01-01,1
303,student,beginner,2024-02-19,1
304,professional,advanced,2024-02-03,1
305,professional,beginner,2024-02-28,0
306,professional,intermediate,2024-02-06,1
307,student,advanced,2024-02-24,1
308,student,beginner,2024-03-30,1
309,professional,advanced,2024-03-12,1
310,student,beginner,2024-03-25,1
311,student,advanced,2024-03-03,1
312,student,beginner,2024-01-20,0
313,student,advanced,2024-01-25,1
314,professional,beginner,2024-02-07,1
315,professional,intermediate,2024-01-28,1
316,professional,intermediate,2024-01-08,1
317,student,beginner,2024-03-15,1
318,student,beginner,2024-03-10,0
319,student,intermediate,2024-01-08,1
320,student,beginner,2024-02-10,0
321,student,intermediate,2024-01-08,1
322,professional,beginner,2024-01-07,0
323,professional,advanced,2024-03-15,1
324,student,beginner,2024-03-02,0
325,professional,beginner,2024-03-05,0
326,professional,beginner,2024-03-08,0
327,student,beginner,2024-01-21,1
328,professional,beginner,2024-01-08,0
329,student,beginner,2024-03-06,1
330,student,advanced,2024-01-11,1
331,student,intermediate,2024-01-24,1
332,professional,intermediate,2024-01-09,1
333,student,beginner,2024-03-17,0
334,student,intermediate,2024-01-09,1
335,student,beginner,2024-03-27,0
336,student,intermediate,2024-01-31,1
337,professional,beginner,2024-02-21,1
338,professional,beginner,2024-01-16,1
339,student,beginner,2024-03-13,0
340,student,advanced,2024-02-01,1
341,student,beginner,2024-03-15,0
342,student,intermediate,2024-03-17,1
343,student,beginner,2024-01-06,1
344,student,intermediate,2024-03-20,1
345,student,advanced,2024-01-11,1
346,professional,beginner,2024-02-23,0
347,professional,beginner,2024-03-25,1
348,student,advanced,2024-03-15,1
349,student,intermediate,2024-03-13,1
350,professional,beginner,2024-03-07,0
351,student,intermediate,2024-02-10,0
352,professional,intermediate,2024-02-03,1
353,professional,beginner,2024-01-27,0
354,student,advanced,2024-03-26,1
355,student,beginner,2024-02-10,0
356,professional,beginner,2024-01-31,0
357,student,intermediate,2024-02-03,1
358,student,beginner,2024-02-20,1
359,professional,beginner,2024-01-17,1
360,student,intermediate,2024-03-26,1
361,student,advanced,2024-03-23,1
362,professional,advanced,2024-02-08,1
363,student,advanced,2024-02-28,1
364,student,advanced,2024-02-10,1
365,professional,beginner,2024-01-10,1
366,student,beginner,2024-01-02,1
367,professional,advanced,2024-02-28,1
368,professional,beginner,2024-03-20,0
369,student,intermediate,2024-03-13,1
370,student,intermediate,2024-01-13,1
371,student,beginner,2024-01-10,0
372,student,advanced,2024-03-09,1
373,student,intermediate,2024-01-28,1
374,professional,beginner,2024-03-05,0
375,student,advanced,2024-02-03,1
376,student,beginner,2024-01-17,0
377,professional,beginner,2024-02-14,1
378,student,intermediate,2024-01-09,0
379,professional,advanced,2024-02-01,1
380,student,intermediate,2024-02-17,1
381,student,intermediate,2024-02-06,1
382,professional,intermediate,2024-01-21,1
383,professional,beginner,2024-02-26,1
384,professional,advanced,2024-03-10,1
385,professional,advanced,2024-03-31,1
386,professional,beginner,2024-02-08,0
387,student,beginner,2024-03-19,0
388,student,advanced,2024-03-24,1
389,professional,advanced,2024-03-08,1
390,professional,advanced,2024-01-02,1
391,professional,advanced,2024-03-26,1
392,student,intermediate,2024-03-11,1
393,student,intermediate,2024-02-08,1
394,professional,intermediate,2024-03-25,1
395,student,beginner,2024-01-14,0
396,professional,intermediate,2024-01-18,1
397,professional,intermediate,2024-02-03,1
398,student,intermediate,2024-01-15,1
399,professional,intermediate,2024-01-14,1
400,professional,beginner,2024-03-11,0
401,student,beginner,2024-01-20,0
402,professional,beginner,2024-02-04,0
403,student,beginner,2024-02-06,0
404,professional,beginner,2024-03-18,0
405,student,advanced,2024-01-27,1
406,professional,beginner,2024-02-13,0
407,student,beginner,2024-01-27,0
408,student,intermediate,2024-03-28,0
409,professional,intermediate,2024-03-22,1
410,student,beginner,2024-02-03,0
411,student,intermediate,2024-03-05,1
412,professional,intermediate,2024-03-03,1
413,professional,beginner,2024-02-02,0
414,student,beginner,2024-01-07,1
415,professional,advanced,2024-01-12,1
416,student,advanced,2024-03-22,1
417,student,intermediate,2024-02-24,1
418,student,beginner,2024-02-05,0
419,professional,beginner,2024-01-06,0
420,professional,intermediate,2024-01-01,1
421,professional,beginner,2024-02-12,1
422,professional,beginner,2024-01-17,1
423,student,intermediate,2024-03-22,1
424,student,beginner,2024-02-03,1
425,student,intermediate,2024-01-21,1
426,student,advanced,2024-02-26,1
427,student,beginner,2024-03-11,0
428,professional,advanced,2024-03-31,1
429,student,beginner,2024-02-24,1
430,student,advanced,2024-03-12,1
431,student,beginner,2024-01-02,0
432,professional,beginner,2024-01-15,1
433,professional,intermediate,2024-01-10,1
434,student,beginner,2024-03-29,0
435,student,advanced,2024-01-20,1
436,professional,beginner,2024-03-10,0
437,student,beginner,2024-01-05,0
438,professional,intermediate,2024-02-17,1
439,professional,beginner,2024-03-15,0
440,student,beginner,2024-03-11,1
441,student,intermediate,2024-01-19,1
442,professional,intermediate,2024-02-25,1
443,student,advanced,2024-01-17,1
444,student,advanced,2024-01-06,1
445,professional,beginner,2024-02-09,0
446,professional,intermediate,2024-02-16,1
447,professional,beginner,2024-01-06,1
448,professional,intermediate,2024-02-15,1
449,student,beginner,2024-01-27,1
450,student,advanced,2024-03-28,1
451,professional,intermediate,2024-02-01,1
452,student,advanced,2024-03-26,1
453,student,advanced,2024-01-14,1
454,professional,advanced,2024-02-15,1
455,student,advanced,2024-03-12,1
456,student,beginner,2024-02-22,0
457,student,beginner,2024-03-20,1
458,student,beginner,2024-01-20,0
459,student,beginner,2024-01-31,0
460,student,intermediate,2024-01-21,1
461,student,intermediate,2024-01-23,1
462,professional,intermediate,2024-02-22,1
463,professional,advanced,2024-01-04,1
464,student,advanced,2024-01-23,1
465,professional,beginner,2024-02-12,0
466,student,beginner,2024-02-22,1
467,student,beginner,2024-03-26,0
468,professional,beginner,2024-02-01,1
469,student,intermediate,2024-02-04,1
470,professional,intermediate,2024-01-21,0
471,student,intermediate,2024-03-30,1
472,professional,advanced,2024-01-14,1
473,student,advanced,2024-02-18,1
474,professional,beginner,2024-01-05,0
475,student,intermediate,2024-03-01,0
476,professional,beginner,2024-01-29,1
477,student,beginner,2024-01-26,0
478,student,beginner,2024-02-28,1
479,professional,beginner,2024-02-14,0
480,student,beginner,2024-02-09,0
481,professional,beginner,2024-01-30,0
482,professional,intermediate,2024-01-29,1
483,student,intermediate,2024-01-04,1
484,professional,beginner,2024-03-25,0
485,student,beginner,2024-01-25,1
486,professional,advanced,2024-02-21,1
487,student,beginner,2024-02-12,1
488,student,advanced,2024-02-05,1
489,professional,intermediate,2024-01-09,1
490,professional,beginner,2024-02-05,0
491,student,beginner,2024-02-14,0
492,professional,beginner,2024-03-23,0
493,student,beginner,2024-03-06,1
494,student,beginner,2024-02-21,0
495,student,intermediate,2024-03-27,1
496,student,beginner,2024-03-09,1
497,student,intermediate,2024-02-12,1
498,student,intermediate,2024-01-04,0
499,professional,beginner,2024-01-15,1
500,professional,beginner,2024-02-03,0
501,professional,beginner,2024-01-23,0
502,student,beginner,2024-03-15,0
503,student,intermediate,2024-02-03,1
504,professional,beginner,2024-01-05,0
505,professional,intermediate,2024-01-14,1
506,student,beginner,2024-03-17,0
507,professional,beginner,2024-02-25,0
508,professional,intermediate,2024-02-14,1
509,professional,intermediate,2024-02-10,1
510,professional,beginner,2024-02-25,0
511,professional,beginner,2024-03-18,0
512,student,intermediate,2024-03-06,1
513,professional,beginner,2024-01-15,0
514,professional,beginner,2024-02-19,0
515,student,intermediate,2024-03-14,1
516,student,beginner,2024-01-25,1
517,student,intermediate,2024-02-02,1
518,professional,intermediate,2024-01-06,1
519,professional,intermediate,2024-03-31,1
520,student,intermediate,2024-02-25,0
521,student,intermediate,2024-01-01,1
522,student,intermediate,2024-03-07,1
523,professional,advanced,2024-03-09,1
524,professional,beginner,2024-03-28,0
525,professional,beginner,2024-03-26,0
526,student,intermediate,2024-01-26,1
527,student,intermediate,2024-02-16,0
528,student,beginner,2024-02-25,0
529,student,advanced,2024-01-09,1
530,professional,beginner,2024-03-26,0
531,professional,intermediate,2024-02-12,1
532,professional,intermediate,2024-03-20,0
533,professional,advanced,2024-02-10,1
534,student,beginner,2024-03-25,0
535,professional,intermediate,2024-01-16,1
536,professional,beginner,2024-02-08,1
537,professional,beginner,2024-03-05,1
538,student,beginner,2024-02-09,1
539,student,intermediate,2024-03-26,0
540,student,beginner,2024-02-22,0
541,professional,beginner,2024-02-11,1
542,professional,intermediate,2024-02-21,1
543,student,intermediate,2024-03-30,0
544,professional,intermediate,2024-02-07,1
545,professional,advanced,2024-03-11,1
546,student,beginner,2024-01-17,0
547,student,advanced,2024-01-25,1
548,professional,advanced,2024-02-23,1
549,student,beginner,2024-03-26,0
550,professional,beginner,2024-02-18,1
551,student,beginner,2024-03-27,0
552,professional,beginner,2024-01-23,1
553,student,intermediate,2024-03-19,1
554,student,intermediate,2024-03-13,1
555,professional,intermediate,2024-02-08,1
556,student,intermediate,2024-02-21,1
557,student,beginner,2024-03-11,0
558,student,advanced,2024-01-01,1
559,professional,beginner,2024-02-08,0
560,professional,advanced,2024-02-06,1
561,professional,beginner,2024-01-27,1
562,student,advanced,2024-02-25,1
563,student,beginner,2024-03-15,1
564,student,beginner,2024-03-18,0
565,student,beginner,2024-03-24,0
566,student,intermediate,2024-02-11,1
567,student,advanced,2024-02-29,1
568,student,beginner,2024-02-26,0
569,professional,advanced,2024-02-26,1
570,student,intermediate,2024-03-27,1
571,student,intermediate,2024-01-28,1
572,professional,advanced,2024-03-06,1
573,student,beginner,2024-03-01,0
574,professional,beginner,2024-01-22,1
575,professional,advanced,2024-03-25,1
576,professional,advanced,2024-01-11,1
577,student,advanced,2024-02-06,1
578,professional,advanced,2024-03-06,1
579,student,beginner,2024-03-25,0
580,student,advanced,2024-03-22,1
581,student,beginner,2024-03-20,0
582,professional,advanced,2024-02-12,1
583,student,beginner,2024-01-12,0
584,student,intermediate,2024-01-31,1
585,professional,intermediate,2024-03-27,1
586,student,beginner,2024-02-09,0
587,student,beginner,2024-01-29,0
588,student,advanced,2024-01-26,1
589,student,advanced,2024-01-19,1
590,student,beginner,2024-01-04,0
591,student,intermediate,2024-01-06,1
592,professional,intermediate,2024-02-01,1
593,student,beginner,2024-03-01,1
594,student,beginner,2024-03-19,0
595,professional,advanced,2024-01-10,1
596,student,intermediate,2024-02-28,1
597,professional,intermediate,2024-02-23,1
598,student,intermediate,2024-03-21,1
599,student,beginner,2024-03-14,0
600,student,beginner,2024-01-25,0
601,student,beginner,2024-03-30,0
602,student,beginner,2024-02-19,0
603,student,intermediate,2024-03-04,1
604,student,advanced,2024-02-21,1
605,student,beginner,2024-02-01,1
606,student,beginner,2024-01-19,0
607,student,intermediate,2024-03-24,1
608,student,advanced,2024-03-29,1
609,student,intermediate,2024-01-01,1
610,professional,advanced,2024-01-14,1
611,student,intermediate,2024-02-24,1
612,professional,intermediate,2024-01-29,1
613,professional,beginner,2024-01-23,0
614,student,beginner,2024-03-30,0
615,professional,beginner,2024-03-07,0
616,professional,intermediate,2024-02-29,1
617,student,advanced,2024-01-07,1
618,student,advanced,2024-03-12,1
619,professional,beginner,2024-02-01,0
620,professional,beginner,2024-01-16,0
621,student,beginner,2024-02-28,0
622,student,beginner,2024-01-18,1
623,student,intermediate,2024-02-29,1
624,student,advanced,2024-03-26,1
625,professional,advanced,2024-03-08,1
626,student,intermediate,2024-03-12,1
627,student,advanced,2024-03-17,1
628,professional,intermediate,2024-02-10,1
629,student,beginner,2024-02-26,1
630,student,intermediate,2024-03-19,1
631,professional,intermediate,2024-03-05,1
632,professional,intermediate,2024-02-24,1
633,student,beginner,2024-03-11,0
634,student,beginner,2024-02-27,0
635,student,beginner,2024-01-21,0
636,student,advanced,2024-03-01,0
637,student,beginner,2024-02-27,0
638,student,intermediate,2024-02-03,1
639,student,intermediate,2024-02-01,1
640,student,beginner,2024-03-22,0
641,student,intermediate,2024-02-05,1
642,student,advanced,2024-03-07,1
643,student,beginner,2024-03-03,0
644,student,advanced,2024-03-21,1
645,student,beginner,2024-01-31,1
646,professional,beginner,2024-02-05,0
647,student,advanced,2024-02-26,1
648,professional,advanced,2024-01-10,1
649,professional,advanced,2024-02-06,1
650,student,intermediate,2024-01-31,1
651,student,advanced,2024-02-04,1
652,student,advanced,2024-02-12,1
653,student,advanced,2024-02-10,1
654,professional,intermediate,2024-03-10,1
655,student,beginner,2024-01-11,1
656,student,advanced,2024-01-18,1
657,student,beginner,2024-01-20,0
658,student,intermediate,2024-01-30,1
659,professional,beginner,2024-02-19,0
660,student,intermediate,2024-03-29,1
661,student,beginner,2024-01-20,0
662,professional,beginner,2024-03-31,1
663,professional,advanced,2024-01-28,1
664,student,beginner,2024-01-09,0
665,student,intermediate,2024-02-23,1
666,student,beginner,2024-02-22,0
667,student,beginner,2024-02-12,1
668,student,beginner,2024-03-10,0
669,student,intermediate,2024-02-29,1
670,student,beginner,2024-02-23,0
671,student,advanced,2024-01-08,1
672,professional,beginner,2024-01-27,1
673,student,beginner,2024-02-23,0
674,student,beginner,2024-02-19,0
675,student,beginner,2024-03-15,0
676,professional,intermediate,2024-03-30,1
677,student,advanced,2024-01-03,1
678,student,intermediate,2024-03-14,1
679,professional,beginner,2024-02-18,0
680,professional,beginner,2024-03-02,1
681,professional,beginner,2024-01-01,0
682,student,advanced,2024-02-15,1
683,student,beginner,2024-02-08,0
684,professional,intermediate,2024-02-19,0
685,professional,beginner,2024-02-23,0
686,student,beginner,2024-03-09,0
687,student,beginner,2024-03-10,1
688,student,beginner,2024-03-18,0
689,professional,intermediate,2024-01-29,1
690,student,beginner,2024-03-03,0
691,student,intermediate,2024-01-29,1
692,student,beginner,2024-02-04,0
693,student,advanced,2024-02-25,1
694,student,beginner,2024-03-03,0
695,student,advanced,2024-01-04,1
696,professional,advanced,2024-02-19,1
697,student,advanced,2024-02-13,0
698,student,beginner,2024-03-26,0
699,student,intermediate,2024-03-27,1
700,student,beginner,2024-02-21,1
701,student,beginner,2024-01-22,0
702,student,beginner,2024-02-29,0
703,student,beginner,2024-01-17,0
704,student,advanced,2024-03-20,1
705,student,beginner,2024-03-09,0
706,professional,intermediate,2024-01-04,1
707,student,intermediate,2024-02-20,1
708,professional,intermediate,2024-03-16,1
709,student,intermediate,2024-03-13,1
710,professional,beginner,2024-03-25,0
711,professional,intermediate,2024-01-04,1
712,student,beginner,2024-01-11,0
713,student,advanced,2024-03-23,1
714,student,intermediate,2024-02-24,1
715,student,advanced,2024-01-18,1
716,professional,beginner,2024-02-29,1
717,professional,beginner,2024-01-24,0
718,professional,beginner,2024-01-07,0
719,student,beginner,2024-02-03,1
720,professional,beginner,2024-02-18,0
721,professional,intermediate,2024-02-11,1
722,student,beginner,2024-01-28,0
723,student,intermediate,2024-02-28,0
724,professional,advanced,2024-02-11,1
725,student,intermediate,2024-02-13,1
726,professional,beginner,2024-02-18,0
727,student,beginner,2024-02-05,0
728,professional,beginner,2024-02-23,0
729,student,beginner,2024-02-02,0
730,student,intermediate,2024-01-11,0
731,student,beginner,2024-03-01,0
732,professional,advanced,2024-01-03,1
733,professional,intermediate,2024-03-10,1
734,student,intermediate,2024-01-07,1
735,student,beginner,2024-02-14,0
736,professional,beginner,2024-01-29,1
737,student,intermediate,2024-03-24,1
738,professional,beginner,2024-01-09,0
739,student,beginner,2024-03-24,1
740,student,beginner,2024-01-06,1
741,student,beginner,2024-01-04,0
742,student,intermediate,2024-02-01,1
743,professional,beginner,2024-01-26,0
744,student,intermediate,2024-01-03,1
745,student,beginner,2024-03-20,1
746,professional,intermediate,2024-01-20,1
747,student,advanced,2024-01-31,1
748,student,advanced,2024-01-17,1
749,professional,beginner,2024-03-01,0
750,professional,beginner,2024-03-26,1
751,student,beginner,2024-01-15,1
752,professional,intermediate,2024-03-13,1
753,professional,intermediate,2024-01-28,1
754,student,intermediate,2024-02-29,1
755,student,beginner,2024-03-30,1
756,professional,intermediate,2024-02-02,1
757,professional,beginner,2024-02-17,1
758,student,intermediate,2024-01-22,1
759,professional,beginner,2024-03-18,0
760,professional,intermediate,2024-03-18,1
761,student,beginner,2024-01-15,0
762,student,beginner,2024-01-21,0
763,student,intermediate,2024-02-09,0
764,professional,beginner,2024-01-14,0
765,student,intermediate,2024-03-15,1
766,student,intermediate,2024-01-04,1
767,professional,intermediate,2024-02-09,1
768,professional,beginner,2024-03-14,1
769,student,beginner,2024-03-27,0
770,professional,intermediate,2024-02-18,1
771,student,beginner,2024-02-20,0
772,professional,intermediate,2024-01-26,1
773,student,beginner,2024-01-10,0
774,student,beginner,2024-03-16,0
775,professional,beginner,2024-03-29,0
776,student,beginner,2024-03-21,1
777,student,beginner,2024-02-01,0
778,professional,intermediate,2024-01-14,1
779,professional,intermediate,2024-03-30,1
780,professional,beginner,2024-02-08,0
781,professional,advanced,2024-03-28,1
782,student,intermediate,2024-03-17,1
783,student,advanced,2024-01-16,1
784,student,intermediate,2024-03-13,1
785,student,intermediate,2024-01-06,1
786,professional,beginner,2024-02-14,1
787,student,beginner,2024-03-09,0
788,student,beginner,2024-02-24,0
